Clear Date,Product Code,Product Name,Financial Institutions Long,Financial Institutions Short,Managed Money Long,Managed Money Short,Physicals Long,Physicals Short,Others Long,Others Short,Open Interest,Symbol
2023-01-06,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2981.0,2444.0,15850.0,7343.0,46424.0,63095.0,10297.0,2670.0,75552.0,C5TC
2023-01-06,PVF,SGX Baltic Panamax Time Charter Average Futures,2163.0,1182.0,16144.0,6173.0,47468.0,60714.0,12902.0,10608.0,78677.0,P4TC
2023-01-13,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3016.0,2562.0,15891.0,7664.0,49565.0,65853.0,10647.0,3040.0,79119.0,C5TC
2023-01-13,PVF,SGX Baltic Panamax Time Charter Average Futures,2086.0,1122.0,15785.0,6820.0,50556.0,63239.0,14107.0,11353.0,82534.0,P4TC
2023-01-20,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3031.0,2577.0,17429.0,7932.0,52389.0,71082.0,12212.0,3470.0,85061.0,C5TC
2023-01-20,PVF,SGX Baltic Panamax Time Charter Average Futures,2006.0,1032.0,16855.0,7415.0,52741.0,65879.0,13927.0,11203.0,85529.0,P4TC
2023-01-27,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3106.0,2577.0,16936.0,8959.0,54715.0,73298.0,14272.0,4195.0,89029.0,C5TC
2023-01-27,PVF,SGX Baltic Panamax Time Charter Average Futures,2066.0,1007.0,18144.0,7714.0,52902.0,67305.0,14917.0,12003.0,88029.0,P4TC
2023-02-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3027.0,2501.0,16558.0,7604.0,52279.0,71156.0,13742.0,4345.0,85606.0,C5TC
2023-02-03,PVF,SGX Baltic Panamax Time Charter Average Futures,2106.0,1037.0,18292.0,6040.0,48538.0,65957.0,14932.0,10834.0,83868.0,P4TC
2023-02-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3077.0,2456.0,17313.0,8119.0,54291.0,73580.0,14571.0,5097.0,89252.0,C5TC
2023-02-10,PVF,SGX Baltic Panamax Time Charter Average Futures,2036.0,1017.0,17033.0,8431.0,51714.0,67318.0,17432.0,11449.0,88215.0,P4TC
2023-02-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2828.0,2571.0,17624.0,9268.0,56370.0,75307.0,15841.0,5517.0,92663.0,C5TC
2023-02-17,PVF,SGX Baltic Panamax Time Charter Average Futures,1981.0,1022.0,17148.0,8851.0,51911.0,67940.0,18547.0,11774.0,89587.0,P4TC
2023-02-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2738.0,2838.0,18714.0,10433.0,58163.0,76273.0,15881.0,5952.0,95496.0,C5TC
2023-02-24,PVF,SGX Baltic Panamax Time Charter Average Futures,1316.0,1052.0,18165.0,8808.0,52444.0,69333.0,18952.0,11684.0,90877.0,P4TC
2023-03-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2294.0,2829.0,19756.0,6921.0,52307.0,74946.0,13531.0,3192.0,87888.0,C5TC
2023-03-03,PVF,SGX Baltic Panamax Time Charter Average Futures,1176.0,937.0,19680.0,5433.0,48018.0,68418.0,16014.0,10100.0,84888.0,P4TC
2023-03-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2229.0,3004.0,19907.0,6767.0,54293.0,78590.0,15776.0,3844.0,92205.0,C5TC
2023-03-10,PVF,SGX Baltic Panamax Time Charter Average Futures,1180.0,961.0,19832.0,5410.0,48423.0,70428.0,17254.0,9890.0,86689.0,P4TC
2023-03-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2214.0,2932.0,20766.0,7321.0,57177.0,81359.0,16359.0,4904.0,96516.0,C5TC
2023-03-17,PVF,SGX Baltic Panamax Time Charter Average Futures,1205.0,999.0,18989.0,5546.0,50055.0,70396.0,17707.0,11015.0,87956.0,P4TC
2023-03-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2204.0,2932.0,22401.0,7990.0,58520.0,83352.0,16404.0,5255.0,99529.0,C5TC
2023-03-24,PVF,SGX Baltic Panamax Time Charter Average Futures,1190.0,969.0,20074.0,6806.0,51178.0,70989.0,17102.0,10780.0,89544.0,P4TC
2023-03-31,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2165.0,3010.0,23366.0,8568.0,62326.0,82782.0,12869.0,6366.0,100726.0,C5TC
2023-03-31,PVF,SGX Baltic Panamax Time Charter Average Futures,1300.0,1019.0,20054.0,7210.0,50192.0,69757.0,17457.0,11017.0,89003.0,P4TC
2023-04-07,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1847.0,2884.0,22464.0,5434.0,59122.0,78935.0,9544.0,5724.0,92977.0,C5TC
2023-04-07,PVF,SGX Baltic Panamax Time Charter Average Futures,1125.0,930.0,19798.0,6192.0,47033.0,66873.0,15225.0,9186.0,83181.0,P4TC
2023-04-14,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1838.0,3084.0,23620.0,6119.0,59685.0,80445.0,10369.0,5864.0,95512.0,C5TC
2023-04-14,PVF,SGX Baltic Panamax Time Charter Average Futures,1125.0,945.0,20217.0,6306.0,46943.0,66686.0,15556.0,9904.0,83841.0,P4TC
2023-04-21,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1893.0,2969.0,24612.0,7149.0,61242.0,81518.0,10187.0,6298.0,97934.0,C5TC
2023-04-21,PVF,SGX Baltic Panamax Time Charter Average Futures,1135.0,945.0,20782.0,6806.0,46819.0,67377.0,16195.0,9803.0,84931.0,P4TC
2023-04-28,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1973.0,3074.0,24164.0,7738.0,61315.0,80238.0,10493.0,6895.0,97945.0,C5TC
2023-04-28,PVF,SGX Baltic Panamax Time Charter Average Futures,1400.0,985.0,20135.0,7318.0,48215.0,69002.0,17585.0,10030.0,87335.0,P4TC
2023-05-05,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1680.0,2933.0,23373.0,6503.0,56107.0,75377.0,8817.0,5164.0,89977.0,C5TC
2023-05-05,PVF,SGX Baltic Panamax Time Charter Average Futures,1184.0,915.0,16624.0,6996.0,48069.0,66842.0,17395.0,8519.0,83272.0,P4TC
2023-05-12,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1705.0,2933.0,23208.0,6780.0,58546.0,77983.0,9879.0,5642.0,93338.0,C5TC
2023-05-12,PVF,SGX Baltic Panamax Time Charter Average Futures,1274.0,960.0,15293.0,7643.0,48996.0,67144.0,18310.0,8126.0,83873.0,P4TC
2023-05-19,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1678.0,2931.0,23617.0,8044.0,60936.0,79753.0,9849.0,5352.0,96080.0,C5TC
2023-05-19,PVF,SGX Baltic Panamax Time Charter Average Futures,1168.0,1039.0,14616.0,9778.0,52008.0,68019.0,18710.0,7666.0,86502.0,P4TC
2023-05-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1665.0,2972.0,24084.0,9632.0,63116.0,80676.0,10619.0,6204.0,99484.0,C5TC
2023-05-26,PVF,SGX Baltic Panamax Time Charter Average Futures,1203.0,1054.0,14123.0,12300.0,56210.0,69099.0,19016.0,8099.0,90552.0,P4TC
2023-06-02,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1924.0,2708.0,20630.0,9135.0,58303.0,73033.0,9635.0,5616.0,90492.0,C5TC
2023-06-02,PVF,SGX Baltic Panamax Time Charter Average Futures,820.0,1083.0,12935.0,11784.0,52498.0,64722.0,17884.0,6548.0,84137.0,P4TC
2023-06-09,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1850.0,2878.0,20629.0,8940.0,59273.0,73536.0,9750.0,6148.0,91502.0,C5TC
2023-06-09,PVF,SGX Baltic Panamax Time Charter Average Futures,794.0,1082.0,13473.0,11722.0,52291.0,65170.0,17697.0,6281.0,84255.0,P4TC
2023-06-16,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1778.0,2696.0,22313.0,9115.0,62170.0,77608.0,9771.0,6613.0,96032.0,C5TC
2023-06-16,PVF,SGX Baltic Panamax Time Charter Average Futures,804.0,1097.0,13150.0,11943.0,54597.0,66713.0,17913.0,6711.0,86464.0,P4TC
2023-06-23,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1788.0,2673.0,22393.0,9395.0,65029.0,79914.0,9795.0,7023.0,99005.0,C5TC
2023-06-23,PVF,SGX Baltic Panamax Time Charter Average Futures,734.0,1097.0,13192.0,12568.0,56722.0,68438.0,18137.0,6682.0,88785.0,P4TC
2023-06-30,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2093.0,2683.0,23373.0,10055.0,62994.0,79429.0,10950.0,7243.0,99410.0,C5TC
2023-06-30,PVF,SGX Baltic Panamax Time Charter Average Futures,1010.0,1248.0,13070.0,13685.0,55776.0,67027.0,19651.0,7547.0,89507.0,P4TC
2023-07-07,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,1972.0,2609.0,20076.0,9804.0,60162.0,74974.0,10419.0,5242.0,92629.0,C5TC
2023-07-07,PVF,SGX Baltic Panamax Time Charter Average Futures,1089.0,1053.0,13316.0,13514.0,52237.0,63909.0,17797.0,5963.0,84439.0,P4TC
2023-07-14,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2277.0,2671.0,18681.0,10233.0,62486.0,76126.0,10800.0,5214.0,94244.0,C5TC
2023-07-14,PVF,SGX Baltic Panamax Time Charter Average Futures,1229.0,1068.0,13494.0,14803.0,54141.0,64987.0,18208.0,6214.0,87072.0,P4TC
2023-07-21,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3369.0,2548.0,17795.0,11476.0,63548.0,77271.0,11472.0,4889.0,96184.0,C5TC
2023-07-21,PVF,SGX Baltic Panamax Time Charter Average Futures,1244.0,1038.0,14421.0,16108.0,55340.0,65875.0,18601.0,6585.0,89606.0,P4TC
2023-07-28,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3414.0,2667.0,15947.0,10754.0,65387.0,77828.0,11761.0,5260.0,96509.0,C5TC
2023-07-28,PVF,SGX Baltic Panamax Time Charter Average Futures,1494.0,1038.0,14856.0,15773.0,56343.0,66873.0,17826.0,6835.0,90519.0,P4TC
2023-08-04,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3266.0,2562.0,13183.0,9491.0,59068.0,70977.0,10713.0,3200.0,86230.0,C5TC
2023-08-04,PVF,SGX Baltic Panamax Time Charter Average Futures,1358.0,1018.0,14269.0,12363.0,49580.0,61986.0,15865.0,5705.0,81072.0,P4TC
2023-08-11,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3751.0,2567.0,12478.0,9506.0,60473.0,72688.0,11499.0,3440.0,88201.0,C5TC
2023-08-11,PVF,SGX Baltic Panamax Time Charter Average Futures,1215.0,1093.0,13826.0,11920.0,51264.0,63305.0,16176.0,6163.0,82481.0,P4TC
2023-08-18,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3823.0,2674.0,12472.0,7771.0,60355.0,73904.0,11718.0,4019.0,88368.0,C5TC
2023-08-18,PVF,SGX Baltic Panamax Time Charter Average Futures,1047.0,973.0,15462.0,9003.0,51692.0,67343.0,16125.0,7007.0,84326.0,P4TC
2023-08-25,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4101.0,2622.0,12110.0,9112.0,63377.0,74940.0,11336.0,4250.0,90924.0,C5TC
2023-08-25,PVF,SGX Baltic Panamax Time Charter Average Futures,962.0,1789.0,15905.0,9920.0,55332.0,68294.0,13859.0,6055.0,86058.0,P4TC
2023-09-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3832.0,2489.0,11245.0,10056.0,57864.0,66663.0,10636.0,4369.0,83577.0,C5TC
2023-09-01,PVF,SGX Baltic Panamax Time Charter Average Futures,756.0,1764.0,15310.0,6698.0,50158.0,64723.0,12537.0,5576.0,78761.0,P4TC
2023-09-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4141.0,2623.0,10449.0,10130.0,60199.0,69310.0,11934.0,4660.0,86723.0,C5TC
2023-09-08,PVF,SGX Baltic Panamax Time Charter Average Futures,921.0,1779.0,15511.0,5809.0,52055.0,67950.0,13038.0,5987.0,81525.0,P4TC
2023-09-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4333.0,2495.0,11462.0,10001.0,61824.0,72245.0,11779.0,4657.0,89398.0,C5TC
2023-09-15,PVF,SGX Baltic Panamax Time Charter Average Futures,966.0,1794.0,16674.0,5569.0,53108.0,69669.0,12856.0,6572.0,83604.0,P4TC
2023-09-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4321.0,2447.0,13634.0,9143.0,63456.0,75613.0,11219.0,5427.0,92630.0,C5TC
2023-09-22,PVF,SGX Baltic Panamax Time Charter Average Futures,726.0,1874.0,17685.0,5941.0,55055.0,71190.0,12704.0,7165.0,86170.0,P4TC
2023-09-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4431.0,2592.0,15981.0,8022.0,63700.0,78087.0,11286.0,6697.0,95398.0,C5TC
2023-09-29,PVF,SGX Baltic Panamax Time Charter Average Futures,801.0,2129.0,18733.0,6933.0,54803.0,70403.0,13309.0,8181.0,87646.0,P4TC
2023-10-06,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4096.0,2492.0,17734.0,5509.0,59237.0,77065.0,10147.0,6148.0,91214.0,C5TC
2023-10-06,PVF,SGX Baltic Panamax Time Charter Average Futures,692.0,2079.0,17943.0,5950.0,51455.0,67419.0,12181.0,6823.0,82271.0,P4TC
2023-10-13,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4887.0,2617.0,17914.0,5173.0,61462.0,80644.0,10566.0,6395.0,94829.0,C5TC
2023-10-13,PVF,SGX Baltic Panamax Time Charter Average Futures,557.0,2214.0,16144.0,6441.0,53995.0,68349.0,13066.0,6758.0,83762.0,P4TC
2023-10-20,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4982.0,2752.0,17784.0,5271.0,63099.0,83536.0,11539.0,5845.0,97404.0,C5TC
2023-10-20,PVF,SGX Baltic Panamax Time Charter Average Futures,572.0,2284.0,14369.0,7843.0,55385.0,67010.0,13241.0,6430.0,83567.0,P4TC
2023-10-27,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4952.0,2752.0,16995.0,6542.0,64274.0,83386.0,11830.0,5371.0,98051.0,C5TC
2023-10-27,PVF,SGX Baltic Panamax Time Charter Average Futures,492.0,2284.0,13294.0,11458.0,56969.0,64120.0,13460.0,6353.0,84215.0,P4TC
2023-11-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4802.0,2370.0,11197.0,9529.0,60434.0,72933.0,12605.0,4206.0,89038.0,C5TC
2023-11-03,PVF,SGX Baltic Panamax Time Charter Average Futures,759.0,2020.0,12622.0,14343.0,52375.0,55414.0,13050.0,7029.0,78806.0,P4TC
2023-11-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4768.0,2321.0,11270.0,9832.0,61761.0,74830.0,13365.0,4181.0,91164.0,C5TC
2023-11-10,PVF,SGX Baltic Panamax Time Charter Average Futures,714.0,2020.0,11878.0,15664.0,54525.0,56489.0,13721.0,6665.0,80838.0,P4TC
2023-11-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4757.0,2780.0,14174.0,7530.0,60146.0,78285.0,14554.0,5036.0,93631.0,C5TC
2023-11-17,PVF,SGX Baltic Panamax Time Charter Average Futures,439.0,2440.0,13325.0,11989.0,57373.0,61332.0,13224.0,8600.0,84361.0,P4TC
2023-11-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4862.0,3010.0,21438.0,8724.0,70754.0,87646.0,5673.0,3347.0,102727.0,C5TC
2023-11-24,PVF,SGX Baltic Panamax Time Charter Average Futures,509.0,2460.0,19584.0,12609.0,63998.0,71536.0,6274.0,3760.0,90365.0,P4TC
2023-12-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4716.0,2682.0,21402.0,9141.0,66998.0,83970.0,5672.0,2995.0,98788.0,C5TC
2023-12-01,PVF,SGX Baltic Panamax Time Charter Average Futures,499.0,2459.0,21992.0,8834.0,57445.0,71039.0,6295.0,3899.0,86231.0,P4TC
2023-12-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4437.0,2758.0,20724.0,9124.0,67332.0,83973.0,5367.0,2005.0,97860.0,C5TC
2023-12-08,PVF,SGX Baltic Panamax Time Charter Average Futures,519.0,2284.0,22665.0,6637.0,57232.0,73511.0,5380.0,3364.0,85796.0,P4TC
2023-12-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4012.0,2759.0,21219.0,9489.0,70662.0,86812.0,5324.0,2157.0,101217.0,C5TC
2023-12-15,PVF,SGX Baltic Panamax Time Charter Average Futures,714.0,2029.0,23010.0,7307.0,60490.0,76719.0,5538.0,3697.0,89752.0,P4TC
2023-12-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4299.0,2866.0,21163.0,10123.0,71184.0,86234.0,5002.0,2425.0,101648.0,C5TC
2023-12-22,PVF,SGX Baltic Panamax Time Charter Average Futures,934.0,2304.0,23807.0,7010.0,61345.0,77845.0,5354.0,4281.0,91440.0,P4TC
2023-12-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3816.0,2611.0,18888.0,8324.0,64911.0,79233.0,4468.0,1915.0,92083.0,C5TC
2023-12-29,PVF,SGX Baltic Panamax Time Charter Average Futures,695.0,2039.0,22930.0,5664.0,53929.0,71646.0,4919.0,3124.0,82473.0,P4TC
2024-01-05,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3697.0,2750.0,18824.0,8060.0,68133.0,81737.0,4155.0,2262.0,94809.0,C5TC
2024-01-05,PVF,SGX Baltic Panamax Time Charter Average Futures,680.0,2334.0,23070.0,6099.0,56678.0,74020.0,4864.0,2839.0,85292.0,P4TC
2024-01-12,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3989.0,2672.0,22164.0,7750.0,67683.0,85421.0,4456.0,2449.0,98292.0,C5TC
2024-01-12,PVF,SGX Baltic Panamax Time Charter Average Futures,515.0,2494.0,22990.0,7079.0,58853.0,75380.0,5314.0,2719.0,87672.0,P4TC
2024-01-19,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3979.0,2637.0,22626.0,9072.0,70478.0,87726.0,4886.0,2534.0,101969.0,C5TC
2024-01-19,PVF,SGX Baltic Panamax Time Charter Average Futures,440.0,2652.0,24674.0,7924.0,60969.0,77905.0,5438.0,3040.0,91521.0,P4TC
2024-01-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,4003.0,2787.0,21674.0,9225.0,72972.0,89073.0,5007.0,2571.0,103656.0,C5TC
2024-01-26,PVF,SGX Baltic Panamax Time Charter Average Futures,590.0,2607.0,27134.0,7544.0,61012.0,80698.0,5399.0,3286.0,94135.0,P4TC
2024-02-02,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3466.0,2663.0,21003.0,8329.0,66026.0,81360.0,4472.0,2615.0,94967.0,C5TC
2024-02-02,PVF,SGX Baltic Panamax Time Charter Average Futures,555.0,2940.0,27345.0,6125.0,54075.0,75261.0,4992.0,2641.0,86967.0,P4TC
2024-02-09,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3406.0,2743.0,20965.0,9538.0,68863.0,82544.0,4692.0,3101.0,97926.0,C5TC
2024-02-09,PVF,SGX Baltic Panamax Time Charter Average Futures,490.0,2515.0,28342.0,6637.0,56562.0,78653.0,5032.0,2621.0,90426.0,P4TC
2024-02-16,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3406.0,2683.0,20710.0,10678.0,71026.0,83607.0,5289.0,3463.0,100431.0,C5TC
2024-02-16,PVF,SGX Baltic Panamax Time Charter Average Futures,440.0,2510.0,27980.0,7250.0,57378.0,78309.0,5158.0,2887.0,90956.0,P4TC
2024-02-23,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3574.0,2718.0,22299.0,12367.0,73568.0,86487.0,5324.0,3193.0,104765.0,C5TC
2024-02-23,PVF,SGX Baltic Panamax Time Charter Average Futures,425.0,2600.0,28514.0,8009.0,59442.0,81018.0,5938.0,2692.0,94319.0,P4TC
2024-03-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2941.0,2889.0,20795.0,10548.0,68984.0,82873.0,6118.0,2528.0,98838.0,C5TC
2024-03-01,PVF,SGX Baltic Panamax Time Charter Average Futures,435.0,2468.0,28349.0,6315.0,52859.0,76362.0,5723.0,2221.0,87366.0,P4TC
2024-03-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3026.0,2929.0,20152.0,11627.0,70300.0,83053.0,6634.0,2503.0,100112.0,C5TC
2024-03-08,PVF,SGX Baltic Panamax Time Charter Average Futures,450.0,2378.0,29154.0,7290.0,53476.0,76729.0,5469.0,2152.0,88549.0,P4TC
2024-03-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3026.0,2936.0,22714.0,11583.0,73572.0,87681.0,5887.0,2999.0,105199.0,C5TC
2024-03-15,PVF,SGX Baltic Panamax Time Charter Average Futures,280.0,2573.0,29261.0,8938.0,56258.0,76121.0,4375.0,2542.0,90174.0,P4TC
2024-03-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2931.0,3147.0,24768.0,12206.0,74592.0,89871.0,5783.0,2850.0,108074.0,C5TC
2024-03-22,PVF,SGX Baltic Panamax Time Charter Average Futures,575.0,2513.0,30470.0,11207.0,56931.0,76204.0,4444.0,2496.0,92420.0,P4TC
2024-03-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2883.0,2846.0,20602.0,9539.0,66404.0,79855.0,5781.0,3430.0,95670.0,C5TC
2024-03-29,PVF,SGX Baltic Panamax Time Charter Average Futures,450.0,2203.0,27998.0,9793.0,49517.0,68479.0,4464.0,1954.0,82429.0,P4TC
2024-04-05,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3005.0,2758.0,20217.0,10544.0,67213.0,79214.0,5456.0,3375.0,95891.0,C5TC
2024-04-05,PVF,SGX Baltic Panamax Time Charter Average Futures,365.0,2168.0,27778.0,10178.0,50696.0,69178.0,4739.0,2054.0,83578.0,P4TC
2024-04-12,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2948.0,2791.0,20422.0,10659.0,68126.0,79645.0,4884.0,3285.0,96380.0,C5TC
2024-04-12,PVF,SGX Baltic Panamax Time Charter Average Futures,350.0,2143.0,27435.0,10580.0,51905.0,69777.0,4505.0,1695.0,84195.0,P4TC
2024-04-19,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2979.0,2760.0,20001.0,9664.0,66030.0,78709.0,5023.0,2900.0,94033.0,C5TC
2024-04-19,PVF,SGX Baltic Panamax Time Charter Average Futures,475.0,2228.0,25828.0,10438.0,49319.0,66021.0,4825.0,1760.0,80447.0,P4TC
2024-04-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3224.0,2855.0,21661.0,10875.0,66579.0,79752.0,4993.0,2975.0,96457.0,C5TC
2024-04-26,PVF,SGX Baltic Panamax Time Charter Average Futures,480.0,2334.0,26236.0,11453.0,49710.0,65789.0,4965.0,1815.0,81391.0,P4TC
2024-05-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2942.0,2598.0,20384.0,8316.0,61290.0,76326.0,4654.0,2030.0,89270.0,C5TC
2024-05-03,PVF,SGX Baltic Panamax Time Charter Average Futures,460.0,2049.0,25292.0,9848.0,44917.0,62315.0,4524.0,981.0,75193.0,P4TC
2024-05-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2907.0,2633.0,19810.0,8787.0,63259.0,77250.0,4589.0,1895.0,90565.0,C5TC
2024-05-10,PVF,SGX Baltic Panamax Time Charter Average Futures,640.0,1999.0,26277.0,9883.0,46068.0,64311.0,4328.0,1120.0,77313.0,P4TC
2024-05-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,2977.0,2676.0,21048.0,9004.0,65098.0,79292.0,4309.0,2460.0,93432.0,C5TC
2024-05-17,PVF,SGX Baltic Panamax Time Charter Average Futures,680.0,2113.0,28271.0,11624.0,47258.0,65165.0,4138.0,1445.0,80347.0,P4TC
2024-05-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3092.0,2701.0,21754.0,9420.0,66641.0,81110.0,4344.0,2600.0,95831.0,C5TC
2024-05-24,PVF,SGX Baltic Panamax Time Charter Average Futures,783.0,2159.0,28646.0,12054.0,49094.0,67458.0,4518.0,1370.0,83041.0,P4TC
2024-05-31,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures,3312.0,3236.0,21256.0,10045.0,66541.0,79425.0,4289.0,2692.0,95398.0,C5TC
